# rs (bohr), Gamma muxc > 0, Gamma muxc = 0
4.377583516703340649e+01,3.447545683511293868e-01,2.337470914132998290e-01
4.378781756351270360e+01,3.446455837978809056e-01,2.335147009678064656e-01
4.379979995999200071e+01,3.445365940590299769e-01,2.332815344700968629e-01
4.381178235647129782e+01,3.444275987769488956e-01,2.330475811913383932e-01
4.382376475295059493e+01,3.443185981304517362e-01,2.328128311179542831e-01
4.383574714942988493e+01,3.442095919407244242e-01,2.325772728058563277e-01
4.384772954590918204e+01,3.441005802077667930e-01,2.323408958838399929e-01
4.385971194238847914e+01,3.439915627527654340e-01,2.321036885501893687e-01
4.387169433886777625e+01,3.438825397545337004e-01,2.318656393608165556e-01
4.388367673534707336e+01,3.437735110342582390e-01,2.316267365140058654e-01
4.389565913182637047e+01,3.436644764131248087e-01,2.313869678504137939e-01
4.390764152830566047e+01,3.435554360699473175e-01,2.311463215683245420e-01
4.391962392478495758e+01,3.434463898259119685e-01,2.309047844355114343e-01
4.393160632126425469e+01,3.433373376810188726e-01,2.306623439350032889e-01
4.394358871774355180e+01,3.432282794564539552e-01,2.304189864769454754e-01
4.395557111422284891e+01,3.431192153310312909e-01,2.301746988291114016e-01
4.396755351070213891e+01,3.430101449471227859e-01,2.299294666863910541e-01
4.397953590718143602e+01,3.429010686623564785e-01,2.296832764589299691e-01
4.399151830366073312e+01,3.427919861191046080e-01,2.294361131263626397e-01
4.400350070014003023e+01,3.426828971385532663e-01,2.291879620259512917e-01
4.401548309661932734e+01,3.425738020783302140e-01,2.289388074220750635e-01
4.402746549309862445e+01,3.424647007596214321e-01,2.286886339367407150e-01
4.403944788957791445e+01,3.423555928247993263e-01,2.284374258343271347e-01
4.405143028605721156e+01,3.422464786314916574e-01,2.281851659487025008e-01
4.406341268253650867e+01,3.421373578220705536e-01,2.279318378289903468e-01
4.407539507901580578e+01,3.420282305753501451e-01,2.276774239514307574e-01
4.408737747549510289e+01,3.419190967125163017e-01,2.274219067922642334e-01
4.409935987197439999e+01,3.418099562335690234e-01,2.271652673972198999e-01
4.411134226845369000e+01,3.417008089596944576e-01,2.269074871696548645e-01
4.412332466493298710e+01,3.415916548908927153e-01,2.266485467976705748e-01
4.413530706141228421e+01,3.414824942059775936e-01,2.263884269693686724e-01
4.414728945789158132e+01,3.413733265473212208e-01,2.261271062270841514e-01
4.415927185437087843e+01,3.412641519149238745e-01,2.258645645436629934e-01
4.417125425085016843e+01,3.411549703087854990e-01,2.256007797461848097e-01
4.418323664732946554e+01,3.410457817289058724e-01,2.253357296617290451e-01
4.419521904380876265e+01,3.409365861752852722e-01,2.250693914021198172e-01
4.420720144028805976e+01,3.408273834691094573e-01,2.248017413639256668e-01
4.421918383676735687e+01,3.407181736103788161e-01,2.245327555860872626e-01
4.423116623324665397e+01,3.406089564202793296e-01,2.242624086770345360e-01
4.424314862972594398e+01,3.404997318988108868e-01,2.239906745299417579e-01
4.425513102620524108e+01,3.403905000459736541e-01,2.237175270379831438e-01
4.426711342268453819e+01,3.402812610405814286e-01,2.234429386638220327e-01
4.427909581916383530e+01,3.401720143461924861e-01,2.231668811548662146e-01
4.429107821564313241e+01,3.400627603204346983e-01,2.228893248280124362e-01
4.430306061212242952e+01,3.399534986056804153e-01,2.226102396425298502e-01
4.431504300860171952e+01,3.398442293807433789e-01,2.223295944848041050e-01
4.432702540508101663e+01,3.397349524668096254e-01,2.220473568107102225e-01
4.433900780156031374e+01,3.396256676850655243e-01,2.217634937184949639e-01
4.435099019803961085e+01,3.395163753931386141e-01,2.214779701606391926e-01
4.436297259451890795e+01,3.394070750545872261e-01,2.211907503743677228e-01
4.437495499099819796e+01,3.392977670270393431e-01,2.209017978816501804e-01
4.438693738747749507e+01,3.391884509528670932e-01,2.206110733434341609e-01
4.439891978395679217e+01,3.390791268320705321e-01,2.203185374206672598e-01
4.441090218043608928e+01,3.389697948434634012e-01,2.200241489861582411e-01
4.442288457691538639e+01,3.388604546294180508e-01,2.197278647669493601e-01
4.443486697339468350e+01,3.387511063687482782e-01,2.194296404171997839e-01
4.444684936987397350e+01,3.386417497038264890e-01,2.191294298029298759e-01
4.445883176635327061e+01,3.385323849922803330e-01,2.188271846443933244e-01
4.447081416283256772e+01,3.384230118764820494e-01,2.185228552313330519e-01
4.448279655931186483e+01,3.383136303564316938e-01,2.182163886348419957e-01
4.449477895579116193e+01,3.382042404321290441e-01,2.179077312107580155e-01
4.450676135227045904e+01,3.380948421035744333e-01,2.175968264538963859e-01
4.451874374874974905e+01,3.379854350131400453e-01,2.172836149980509335e-01
4.453072614522904615e+01,3.378760195184533632e-01,2.169680356888764317e-01
4.454270854170834326e+01,3.377665952618869594e-01,2.166500237957501018e-01
4.455469093818764037e+01,3.376571624222545198e-01,2.163295120846552289e-01
4.456667333466693748e+01,3.375477206419282838e-01,2.160064297452974069e-01
4.457865573114623459e+01,3.374382702785361232e-01,2.156807038216156935e-01
4.459063812762552459e+01,3.373288107956362580e-01,2.153522570660161561e-01
4.460262052410482170e+01,3.372193425508566711e-01,2.150210072241165171e-01
4.461460292058411881e+01,3.371098651865693796e-01,2.146868706110234282e-01
4.462658531706341591e+01,3.370003788815884582e-01,2.143497571045439309e-01
4.463856771354271302e+01,3.368908834570998323e-01,2.140095722909521880e-01
4.465055011002200303e+01,3.367813787342896492e-01,2.136662174649893720e-01
4.466253250650130013e+01,3.366718648919719281e-01,2.133195881993527054e-01
4.467451490298059724e+01,3.365623417513328719e-01,2.129695736294398012e-01
4.468649729945989435e+01,3.364528093123721475e-01,2.126160578838598714e-01
4.469847969593919146e+01,3.363432675750900325e-01,2.122589165081560647e-01
4.471046209241848857e+01,3.362337161818585995e-01,2.118980200410831016e-01
4.472244448889777857e+01,3.361241554903056650e-01,2.115332290078187349e-01
4.473442688537707568e+01,3.360145849639897264e-01,2.111643960657300645e-01
4.474640928185637279e+01,3.359050049605383226e-01,2.107913645738630493e-01
4.475839167833566989e+01,3.357954153011377674e-01,2.104139671624307428e-01
4.477037407481496700e+01,3.356858158069740972e-01,2.100320257328140705e-01
4.478235647129426411e+01,3.355762066568611646e-01,2.096453493117946820e-01
4.479433886777355411e+01,3.354665876719851170e-01,2.092537333363000962e-01
4.480632126425285122e+01,3.353569586735321018e-01,2.088569585805197804e-01
4.481830366073214833e+01,3.352473196615021189e-01,2.084547886525113525e-01
4.483028605721144544e+01,3.351376706358951685e-01,2.080469699942004702e-01
4.484226845369074255e+01,3.350280115967112504e-01,2.076332261593367978e-01
4.485425085017003255e+01,3.349183423651362901e-01,2.072132596016328099e-01
4.486623324664932966e+01,3.348086629411705095e-01,2.067867477408585342e-01
4.487821564312862677e+01,3.346989731460002782e-01,2.063533365255419971e-01
4.489019803960792387e+01,3.345892729796250409e-01,2.059126425787358161e-01
4.490218043608722098e+01,3.344795626208590944e-01,2.054642424691846270e-01
4.491416283256651809e+01,3.343698417120744004e-01,2.050076727113251396e-01
4.492614522904580809e+01,3.342601102532710700e-01,2.045424204669646917e-01
4.493812762552510520e+01,3.341503682444492140e-01,2.040679178232371604e-01
4.495011002200440231e+01,3.340406156856089437e-01,2.035835317790260224e-01
4.496209241848369942e+01,3.339308523979359067e-01,2.030885549466429074e-01
4.497407481496299653e+01,3.338210783814304916e-01,2.025821912467175023e-01
4.498605721144229364e+01,3.337112936360925874e-01,2.020635387420657014e-01
4.499803960792158364e+01,3.336014978042943779e-01,2.015315724715575907e-01
4.501002200440088075e+01,3.334916912436637904e-01,2.009851172704086308e-01
4.502200440088017785e+01,3.333818735965728974e-01,2.004228120074043329e-01
4.503398679735947496e+01,3.332720448630218657e-01,1.998430716763591741e-01
4.504596919383877207e+01,3.331622050430105286e-01,1.992440265993991044e-01
4.505795159031806207e+01,3.330523541365389972e-01,1.986234523319225231e-01
4.506993398679735918e+01,3.329424919647933079e-01,1.979786573674871819e-01
4.508191638327665629e+01,3.328326183489596635e-01,1.973063429477321939e-01
4.509389877975595340e+01,3.327227334678519721e-01,1.966023863399619931e-01
4.510588117623525051e+01,3.326128371426562702e-01,1.958615218331937746e-01
4.511786357271454762e+01,3.325029293733725577e-01,1.950768450660967934e-01
4.512984596919383762e+01,3.323930101600008347e-01,1.942389833306135682e-01
4.514182836567313473e+01,3.322830791449133958e-01,1.933346672067288996e-01
4.515381076215243183e+01,3.321731365069241493e-01,1.923439839813537167e-01
4.516579315863172894e+01,3.320631822460329841e-01,1.912345139837456076e-01
4.517777555511102605e+01,3.319532160046122504e-01,1.899464389660215358e-01
4.518975795159032316e+01,3.318432381402897091e-01,1.883420064411401584e-01
4.520174034806961316e+01,3.317332481166235247e-01,0.000000000000000000e+00
4.521372274454891027e+01,3.316232462912416246e-01,0.000000000000000000e+00
4.522570514102820738e+01,3.315132323065164699e-01,0.000000000000000000e+00
4.523768753750750449e+01,3.314032063412615248e-01,0.000000000000000000e+00
4.524966993398680160e+01,3.312931680378492505e-01,0.000000000000000000e+00
4.526165233046609160e+01,3.311831175750936107e-01,0.000000000000000000e+00
4.527363472694538871e+01,3.310730547741803087e-01,0.000000000000000000e+00
4.528561712342468581e+01,3.309629798139238077e-01,0.000000000000000000e+00
4.529759951990398292e+01,3.308528921578821613e-01,0.000000000000000000e+00
4.530958191638328003e+01,3.307427921636831858e-01,0.000000000000000000e+00
4.532156431286257714e+01,3.306326794736990649e-01,0.000000000000000000e+00
4.533354670934186714e+01,3.305225542667437066e-01,0.000000000000000000e+00
4.534552910582116425e+01,3.304124163640030920e-01,0.000000000000000000e+00
4.535751150230046136e+01,3.303022657654775540e-01,0.000000000000000000e+00
4.536949389877975847e+01,3.301921022923529625e-01,0.000000000000000000e+00
4.538147629525905558e+01,3.300819259446295395e-01,0.000000000000000000e+00
4.539345869173835268e+01,3.299717367223069520e-01,0.000000000000000000e+00
4.540544108821764269e+01,3.298615342677577722e-01,0.000000000000000000e+00
4.541742348469693979e+01,3.297513189386095389e-01,0.000000000000000000e+00
4.542940588117623690e+01,3.296410903772344914e-01,0.000000000000000000e+00
4.544138827765553401e+01,3.295308487624467597e-01,0.000000000000000000e+00
4.545337067413483112e+01,3.294205937366183612e-01,0.000000000000000000e+00
4.546535307061412112e+01,3.293103252997492403e-01,0.000000000000000000e+00
4.547733546709341823e+01,3.292000436306534716e-01,0.000000000000000000e+00
4.548931786357271534e+01,3.290897483717032390e-01,0.000000000000000000e+00
4.550130026005201245e+01,3.289794397017124505e-01,0.000000000000000000e+00
4.551328265653130956e+01,3.288691172630533455e-01,0.000000000000000000e+00
4.552526505301060666e+01,3.287587812345396099e-01,0.000000000000000000e+00
4.553724744948989667e+01,3.286484314373575577e-01,0.000000000000000000e+00
4.554922984596919378e+01,3.285380678715071889e-01,0.000000000000000000e+00
4.556121224244849088e+01,3.284276903581745399e-01,0.000000000000000000e+00
4.557319463892778799e+01,3.283172990761736298e-01,0.000000000000000000e+00
4.558517703540708510e+01,3.282068936678766424e-01,0.000000000000000000e+00
4.559715943188638221e+01,3.280964741332834667e-01,0.000000000000000000e+00
4.560914182836567221e+01,3.279860404723941025e-01,0.000000000000000000e+00
4.562112422484496932e+01,3.278755926852087166e-01,0.000000000000000000e+00
4.563310662132426643e+01,3.277651305929134562e-01,0.000000000000000000e+00
4.564508901780356354e+01,3.276546541955080438e-01,0.000000000000000000e+00
4.565707141428286064e+01,3.275441633141789599e-01,0.000000000000000000e+00
4.566905381076215775e+01,3.274336577701121298e-01,0.000000000000000000e+00
4.568103620724144776e+01,3.273231379209350922e-01,0.000000000000000000e+00
4.569301860372074486e+01,3.272126034090204194e-01,0.000000000000000000e+00
4.570500100020004197e+01,3.271020542343681670e-01,0.000000000000000000e+00
4.571698339667933908e+01,3.269914902181643157e-01,0.000000000000000000e+00
4.572896579315863619e+01,3.268809113604086436e-01,0.000000000000000000e+00
4.574094818963792619e+01,3.267703176611015392e-01,0.000000000000000000e+00
4.575293058611722330e+01,3.266597089414289279e-01,0.000000000000000000e+00
4.576491298259652041e+01,3.265490852013907541e-01,0.000000000000000000e+00
4.577689537907581752e+01,3.264384462621734428e-01,0.000000000000000000e+00
4.578887777555511462e+01,3.263277923025904026e-01,0.000000000000000000e+00
4.580086017203441173e+01,3.262171229650143167e-01,0.000000000000000000e+00
4.581284256851370174e+01,3.261064384282587048e-01,0.000000000000000000e+00
4.582482496499299884e+01,3.259957383346961945e-01,0.000000000000000000e+00
4.583680736147229595e+01,3.258850228631403612e-01,0.000000000000000000e+00
4.584878975795159306e+01,3.257742918347774075e-01,0.000000000000000000e+00
4.586077215443089017e+01,3.256635452496075001e-01,0.000000000000000000e+00
4.587275455091018728e+01,3.255527829288163977e-01,0.000000000000000000e+00
4.588473694738947728e+01,3.254420050512182305e-01,0.000000000000000000e+00
4.589671934386877439e+01,3.253312110803714408e-01,0.000000000000000000e+00
4.590870174034807150e+01,3.252204013739036226e-01,0.000000000000000000e+00
4.592068413682736860e+01,3.251095755741871263e-01,0.000000000000000000e+00
4.593266653330666571e+01,3.249987338600358044e-01,0.000000000000000000e+00
4.594464892978595572e+01,3.248878760526355824e-01,0.000000000000000000e+00
4.595663132626525282e+01,3.247770019731729407e-01,0.000000000000000000e+00
4.596861372274454993e+01,3.246661116216476017e-01,0.000000000000000000e+00
4.598059611922384704e+01,3.245552049980596765e-01,0.000000000000000000e+00
4.599257851570314415e+01,3.244442819235953124e-01,0.000000000000000000e+00
4.600456091218244126e+01,3.243333423982545094e-01,0.000000000000000000e+00
4.601654330866173126e+01,3.242223862432232484e-01,0.000000000000000000e+00
4.602852570514102837e+01,3.241114136373156041e-01,0.000000000000000000e+00
4.604050810162032548e+01,3.240004242229035936e-01,0.000000000000000000e+00
4.605249049809962258e+01,3.238894179999874945e-01,0.000000000000000000e+00
4.606447289457891969e+01,3.237783949685672513e-01,0.000000000000000000e+00
4.607645529105821680e+01,3.236673551286425310e-01,0.000000000000000000e+00
4.608843768753750680e+01,3.235562981225860724e-01,0.000000000000000000e+00
4.610042008401680391e+01,3.234452241292113950e-01,0.000000000000000000e+00
4.611240248049610102e+01,3.233341329697047017e-01,0.000000000000000000e+00
4.612438487697539813e+01,3.232230244652523621e-01,0.000000000000000000e+00
4.613636727345469524e+01,3.231118987946679511e-01,0.000000000000000000e+00
4.614834966993398524e+01,3.230007557791375605e-01,0.000000000000000000e+00
4.616033206641328235e+01,3.228895952398475599e-01,0.000000000000000000e+00
4.617231446289257946e+01,3.227784171767978938e-01,0.000000000000000000e+00
4.618429685937187656e+01,3.226672215899883955e-01,0.000000000000000000e+00
4.619627925585117367e+01,3.225560083006053791e-01,0.000000000000000000e+00
4.620826165233047078e+01,3.224447771298347698e-01,0.000000000000000000e+00
4.622024404880976078e+01,3.223335282564906423e-01,0.000000000000000000e+00
4.623222644528905789e+01,3.222222615017591441e-01,0.000000000000000000e+00
4.624420884176835500e+01,3.221109766868262003e-01,0.000000000000000000e+00
4.625619123824765211e+01,3.219996738116919222e-01,0.000000000000000000e+00
4.626817363472694922e+01,3.218883526975423459e-01,0.000000000000000000e+00
4.628015603120624633e+01,3.217770135231914908e-01,0.000000000000000000e+00
4.629213842768553633e+01,3.216656559310115959e-01,0.000000000000000000e+00
4.630412082416483344e+01,3.215542800998164030e-01,0.000000000000000000e+00
4.631610322064413054e+01,3.214428856719783179e-01,0.000000000000000000e+00
4.632808561712342765e+01,3.213314726474970628e-01,0.000000000000000000e+00
4.634006801360272476e+01,3.212200412051868237e-01,0.000000000000000000e+00
4.635205041008201476e+01,3.211085909874198396e-01,0.000000000000000000e+00
4.636403280656131187e+01,3.209971219941959442e-01,0.000000000000000000e+00
4.637601520304060898e+01,3.208856340467013402e-01,0.000000000000000000e+00
4.638799759951990609e+01,3.207741273237498802e-01,0.000000000000000000e+00
4.639997999599920320e+01,3.206626014677136371e-01,0.000000000000000000e+00
4.641196239247850031e+01,3.205510566574069076e-01,0.000000000000000000e+00
4.642394478895779031e+01,3.204394925352016532e-01,0.000000000000000000e+00
4.643592718543708742e+01,3.203279092799117267e-01,0.000000000000000000e+00
4.644790958191638452e+01,3.202163067127235530e-01,0.000000000000000000e+00
4.645989197839568163e+01,3.201046846548227798e-01,0.000000000000000000e+00
4.647187437487497874e+01,3.199930429273959431e-01,0.000000000000000000e+00
4.648385677135427585e+01,3.198813818880705262e-01,0.000000000000000000e+00
4.649583916783356585e+01,3.197697010004051377e-01,0.000000000000000000e+00
4.650782156431286296e+01,3.196580004432135191e-01,0.000000000000000000e+00
4.651980396079216007e+01,3.195462802164955596e-01,0.000000000000000000e+00
4.653178635727145718e+01,3.194345399626237203e-01,0.000000000000000000e+00
4.654376875375075429e+01,3.193227795027839822e-01,0.000000000000000000e+00
4.655575115023004429e+01,3.192109991946041614e-01,0.000000000000000000e+00
4.656773354670934140e+01,3.190991988592705164e-01,0.000000000000000000e+00
4.657971594318863851e+01,3.189873779603411563e-01,0.000000000000000000e+00
4.659169833966793561e+01,3.188755370342576945e-01,0.000000000000000000e+00
4.660368073614723272e+01,3.187636755445788506e-01,0.000000000000000000e+00
4.661566313262652983e+01,3.186517934913043471e-01,0.000000000000000000e+00
4.662764552910581983e+01,3.185398910532482031e-01,0.000000000000000000e+00
4.663962792558511694e+01,3.184279678727824914e-01,0.000000000000000000e+00
4.665161032206441405e+01,3.183160239499072119e-01,0.000000000000000000e+00
4.666359271854371116e+01,3.182040591058087342e-01,0.000000000000000000e+00
4.667557511502300827e+01,3.180920735193006887e-01,0.000000000000000000e+00
4.668755751150230537e+01,3.179800668327555924e-01,0.000000000000000000e+00
4.669953990798159538e+01,3.178680390461732230e-01,0.000000000000000000e+00
4.671152230446089249e+01,3.177559901595535252e-01,0.000000000000000000e+00
4.672350470094018959e+01,3.176439198152689602e-01,0.000000000000000000e+00
4.673548709741948670e+01,3.175318283709472333e-01,0.000000000000000000e+00
4.674746949389878381e+01,3.174197152901466756e-01,0.000000000000000000e+00
4.675945189037808092e+01,3.173075809304948258e-01,0.000000000000000000e+00
4.677143428685737092e+01,3.171954247555502926e-01,0.000000000000000000e+00
4.678341668333666803e+01,3.170832469441270396e-01,0.000000000000000000e+00
4.679539907981596514e+01,3.169710474962248448e-01,0.000000000000000000e+00
4.680738147629526225e+01,3.168588260542162249e-01,0.000000000000000000e+00
4.681936387277455935e+01,3.167465826181008470e-01,0.000000000000000000e+00
4.683134626925384936e+01,3.166343171878789331e-01,0.000000000000000000e+00
4.684332866573314647e+01,3.165220295847365195e-01,0.000000000000000000e+00
4.685531106221244357e+01,3.164097198086737728e-01,0.000000000000000000e+00
4.686729345869174068e+01,3.162973876808765628e-01,0.000000000000000000e+00
4.687927585517103779e+01,3.161850332013450560e-01,0.000000000000000000e+00
4.689125825165033490e+01,3.160726561912651222e-01,0.000000000000000000e+00
4.690324064812962490e+01,3.159602566506373167e-01,0.000000000000000000e+00
4.691522304460892201e+01,3.158478344006471761e-01,0.000000000000000000e+00
4.692720544108821912e+01,3.157353894412951445e-01,0.000000000000000000e+00
4.693918783756751623e+01,3.156229215937669808e-01,0.000000000000000000e+00
4.695117023404681333e+01,3.155104308580628514e-01,0.000000000000000000e+00
4.696315263052611044e+01,3.153979168765551622e-01,0.000000000000000000e+00
4.697513502700540045e+01,3.152853800068713408e-01,0.000000000000000000e+00
4.698711742348469755e+01,3.151728198913839596e-01,0.000000000000000000e+00
4.699909981996399466e+01,3.150602363512788884e-01,0.000000000000000000e+00
4.701108221644329177e+01,3.149476295653700353e-01,0.000000000000000000e+00
4.702306461292258888e+01,3.148349991760299726e-01,0.000000000000000000e+00
4.703504700940187888e+01,3.147223451832582564e-01,0.000000000000000000e+00
4.704702940588117599e+01,3.146096675870551085e-01,0.000000000000000000e+00
4.705901180236047310e+01,3.144969662086066764e-01,0.000000000000000000e+00
4.707099419883977021e+01,3.143842408690988854e-01,0.000000000000000000e+00
4.708297659531906731e+01,3.142714917473458103e-01,0.000000000000000000e+00
4.709495899179836442e+01,3.141587183069057820e-01,0.000000000000000000e+00
4.710694138827765443e+01,3.140459209054067280e-01,0.000000000000000000e+00
4.711892378475695153e+01,3.139330993640344625e-01,0.000000000000000000e+00
4.713090618123624864e+01,3.138202533251611692e-01,0.000000000000000000e+00
4.714288857771554575e+01,3.137073827887871813e-01,0.000000000000000000e+00
4.715487097419484286e+01,3.135944877549124432e-01,0.000000000000000000e+00
4.716685337067413997e+01,3.134815682235367884e-01,0.000000000000000000e+00
4.717883576715342997e+01,3.133686238370326782e-01,0.000000000000000000e+00
4.719081816363272708e+01,3.132556547742135211e-01,0.000000000000000000e+00
4.720280056011202419e+01,3.131426606774522226e-01,0.000000000000000000e+00
4.721478295659132129e+01,3.130296415467482829e-01,0.000000000000000000e+00
4.722676535307061840e+01,3.129165973821019797e-01,0.000000000000000000e+00
4.723874774954990841e+01,3.128035280046993494e-01,0.000000000000000000e+00
4.725073014602920551e+01,3.126904334145403364e-01,0.000000000000000000e+00
4.726271254250850262e+01,3.125773132539972354e-01,0.000000000000000000e+00
4.727469493898779973e+01,3.124641677018840102e-01,0.000000000000000000e+00
4.728667733546709684e+01,3.123509965793865861e-01,0.000000000000000000e+00
4.729865973194639395e+01,3.122377997076912215e-01,0.000000000000000000e+00
4.731064212842568395e+01,3.121245769079840637e-01,0.000000000000000000e+00
4.732262452490498106e+01,3.120113283590790210e-01,0.000000000000000000e+00
4.733460692138427817e+01,3.118980537033482214e-01,0.000000000000000000e+00
4.734658931786357527e+01,3.117847531196056288e-01,0.000000000000000000e+00
4.735857171434287238e+01,3.116714262502232602e-01,0.000000000000000000e+00
4.737055411082216949e+01,3.115580730952013933e-01,0.000000000000000000e+00
4.738253650730145949e+01,3.114446934757261198e-01,0.000000000000000000e+00
4.739451890378075660e+01,3.113312873917973844e-01,0.000000000000000000e+00
4.740650130026005371e+01,3.112178546646013344e-01,0.000000000000000000e+00
4.741848369673935082e+01,3.111043952941378032e-01,0.000000000000000000e+00
4.743046609321864793e+01,3.109909091015931049e-01,0.000000000000000000e+00
4.744244848969793793e+01,3.108773959081533866e-01,0.000000000000000000e+00
4.745443088617723504e+01,3.107638557138187041e-01,0.000000000000000000e+00
4.746641328265653215e+01,3.106502885185887797e-01,0.000000000000000000e+00
4.747839567913582925e+01,3.105366939648360192e-01,0.000000000000000000e+00
4.749037807561512636e+01,3.104230722313743307e-01,0.000000000000000000e+00
4.750236047209442347e+01,3.103094229605760090e-01,0.000000000000000000e+00
4.751434286857371347e+01,3.101957461524408322e-01,0.000000000000000000e+00
4.752632526505301058e+01,3.100820418069690776e-01,0.000000000000000000e+00
4.753830766153230769e+01,3.099683095665327626e-01,0.000000000000000000e+00
4.755029005801160480e+01,3.098545496099459617e-01,0.000000000000000000e+00
4.756227245449090191e+01,3.097407615795808034e-01,0.000000000000000000e+00
4.757425485097019902e+01,3.096269456542513066e-01,0.000000000000000000e+00
4.758623724744948902e+01,3.095131012975154139e-01,0.000000000000000000e+00
4.759821964392878613e+01,3.093992288670013857e-01,0.000000000000000000e+00
4.761020204040808323e+01,3.092853280050812392e-01,0.000000000000000000e+00
4.762218443688738034e+01,3.091713985329412884e-01,0.000000000000000000e+00
4.763416683336667745e+01,3.090574406293951082e-01,0.000000000000000000e+00
4.764614922984596745e+01,3.089434539368149935e-01,0.000000000000000000e+00
4.765813162632526456e+01,3.088294384552012217e-01,0.000000000000000000e+00
4.767011402280456167e+01,3.087153940057397739e-01,0.000000000000000000e+00
4.768209641928385878e+01,3.086013205884305943e-01,0.000000000000000000e+00
4.769407881576315589e+01,3.084872178456459224e-01,0.000000000000000000e+00
4.770606121224245300e+01,3.083730859561996107e-01,0.000000000000000000e+00
4.771804360872174300e+01,3.082589247412778066e-01,0.000000000000000000e+00
4.773002600520104011e+01,3.081447340220668796e-01,0.000000000000000000e+00
4.774200840168033722e+01,3.080305136197526439e-01,0.000000000000000000e+00
4.775399079815963432e+01,3.079162635343349885e-01,0.000000000000000000e+00
4.776597319463893143e+01,3.078019837658144686e-01,0.000000000000000000e+00
4.777795559111822854e+01,3.076876739565628793e-01,0.000000000000000000e+00
4.778993798759751854e+01,3.075733341065802762e-01,0.000000000000000000e+00
4.780192038407681565e+01,3.074589642158668257e-01,0.000000000000000000e+00
4.781390278055611276e+01,3.073445639267945451e-01,0.000000000000000000e+00
4.782588517703540987e+01,3.072301332393636564e-01,0.000000000000000000e+00
4.783786757351470698e+01,3.071156721535740486e-01,0.000000000000000000e+00
4.784984996999400408e+01,3.070011803117980165e-01,0.000000000000000000e+00
4.786183236647329409e+01,3.068866578928493016e-01,0.000000000000000000e+00
4.787381476295259120e+01,3.067721045391003099e-01,0.000000000000000000e+00
4.788579715943188830e+01,3.066575202505510411e-01,0.000000000000000000e+00
4.789777955591118541e+01,3.065429050272013844e-01,0.000000000000000000e+00
4.790976195239048252e+01,3.064282585114236901e-01,0.000000000000000000e+00
4.792174434886977252e+01,3.063135805244039944e-01,0.000000000000000000e+00
4.793372674534906963e+01,3.061988712449562611e-01,0.000000000000000000e+00
4.794570914182836674e+01,3.060841304942665819e-01,0.000000000000000000e+00
4.795769153830766385e+01,3.059693580935211044e-01,0.000000000000000000e+00
4.796967393478696096e+01,3.058545536850919566e-01,0.000000000000000000e+00
4.798165633126625806e+01,3.057397176266070105e-01,0.000000000000000000e+00
4.799363872774554807e+01,3.056248493816248191e-01,0.000000000000000000e+00
4.800562112422484518e+01,3.055099491289587355e-01,0.000000000000000000e+00
4.801760352070414228e+01,3.053950165109815540e-01,0.000000000000000000e+00
4.802958591718343939e+01,3.052800515276928861e-01,0.000000000000000000e+00
4.804156831366273650e+01,3.051650540002791567e-01,0.000000000000000000e+00
4.805355071014203361e+01,3.050500239287401438e-01,0.000000000000000000e+00
4.806553310662132361e+01,3.049349611342622168e-01,0.000000000000000000e+00
4.807751550310062072e+01,3.048198654380310790e-01,0.000000000000000000e+00
4.808949789957991783e+01,3.047047366612332664e-01,0.000000000000000000e+00
4.810148029605921494e+01,3.045895749826824650e-01,0.000000000000000000e+00
4.811346269253851204e+01,3.044743798659371725e-01,0.000000000000000000e+00
4.812544508901780205e+01,3.043591514898110750e-01,0.000000000000000000e+00
4.813742748549709916e+01,3.042438896754903754e-01,0.000000000000000000e+00
4.814940988197639626e+01,3.041285940653475350e-01,0.000000000000000000e+00
4.816139227845569337e+01,3.040132648381961844e-01,0.000000000000000000e+00
4.817337467493499048e+01,3.038979018152224709e-01,0.000000000000000000e+00
4.818535707141428759e+01,3.037825046387985228e-01,0.000000000000000000e+00
4.819733946789357759e+01,3.036670734877385813e-01,0.000000000000000000e+00
4.820932186437287470e+01,3.035516080044146081e-01,0.000000000000000000e+00
4.822130426085217181e+01,3.034361081888268252e-01,0.000000000000000000e+00
4.823328665733146892e+01,3.033205738621609915e-01,0.000000000000000000e+00
4.824526905381076602e+01,3.032050050244176065e-01,0.000000000000000000e+00
4.825725145029006313e+01,3.030894013179684654e-01,0.000000000000000000e+00
4.826923384676935314e+01,3.029737627428139568e-01,0.000000000000000000e+00
4.828121624324865024e+01,3.028580891201396730e-01,0.000000000000000000e+00
4.829319863972794735e+01,3.027423804499461690e-01,0.000000000000000000e+00
4.830518103620724446e+01,3.026266363746054067e-01,0.000000000000000000e+00
4.831716343268654157e+01,3.025108570729313495e-01,0.000000000000000000e+00
4.832914582916583157e+01,3.023950420084823287e-01,0.000000000000000000e+00
4.834112822564512868e+01,3.022791915388861050e-01,0.000000000000000000e+00
4.835311062212442579e+01,3.021633049488872125e-01,0.000000000000000000e+00
4.836509301860372290e+01,3.020473825961134118e-01,0.000000000000000000e+00
4.837707541508302000e+01,3.019314243017507948e-01,0.000000000000000000e+00
4.838905781156231711e+01,3.018154295293575817e-01,0.000000000000000000e+00
4.840104020804160712e+01,3.016993986365617553e-01,0.000000000000000000e+00
4.841302260452090422e+01,3.015833312657355547e-01,0.000000000000000000e+00
